date,region,visitor_count,unique_visitors,tourism_spending,destination_search,avg_stay_time,avg_lodging_days,lodging_visitor_ratio,population,grdp,accommodation_business_count,restaurant_business_count,year,month,quarter
2023-05-01,강원특별자치도,1822119.0,1293924.0,119191855785.0,209121.0,4.64,1.72,0.449,712628,32780888000000,421,48320,2023,5,2
2023-06-01,강원특별자치도,1575704.0,1344656.0,107803510215.0,143207.0,3.91,1.41,0.297,712628,32780888000000,421,48320,2023,6,2
2023-07-01,강원특별자치도,1819225.0,1497150.0,152175809622.0,171989.0,4.93,1.51,0.179,712628,32780888000000,421,48320,2023,7,3
2023-08-01,강원특별자치도,1725213.0,1480872.0,124329625479.0,196596.0,5.83,1.15,0.291,712628,32780888000000,421,48320,2023,8,3
2023-09-01,강원특별자치도,1215982.0,1050108.0,93173783908.0,122308.0,4.34,1.17,0.216,712628,32780888000000,421,48320,2023,9,3
2023-10-01,강원특별자치도,1260261.0,933402.0,89173748491.0,78666.0,5.97,1.33,0.095,712628,32780888000000,421,48320,2023,10,4
2023-11-01,강원특별자치도,1282118.0,944455.0,98694498568.0,109660.0,4.58,1.33,0.268,712628,32780888000000,421,48320,2023,11,4
2023-12-01,강원특별자치도,1421010.0,1203593.0,116121774357.0,92653.0,4.44,1.7,0.271,712628,32780888000000,421,48320,2023,12,4
2024-01-01,강원특별자치도,1785218.0,1292614.0,149537161590.0,187600.0,4.52,1.49,0.299,712628,32780888000000,421,48320,2024,1,1
2024-02-01,강원특별자치도,1878647.0,1408238.0,111126953689.0,191713.0,4.67,1.62,0.214,712628,32780888000000,421,48320,2024,2,1
2024-03-01,강원특별자치도,1905597.0,1466738.0,108879772267.0,149150.0,4.85,1.8,0.223,712628,32780888000000,421,48320,2024,3,1
2024-04-01,강원특별자치도,2115265.0,1549470.0,178244033573.0,154681.0,4.67,1.78,0.199,712628,32780888000000,421,48320,2024,4,2
2024-05-01,강원특별자치도,2146938.0,1674662.0,162928325111.0,158229.0,3.7,1.4,0.237,712628,32780888000000,421,48320,2024,5,2
2024-06-01,강원특별자치도,1668224.0,1274296.0,103295286573.0,105838.0,4.73,1.73,0.281,712628,32780888000000,421,48320,2024,6,2
2024-07-01,강원특별자치도,2152039.0,1763925.0,134951883785.0,219650.0,4.01,1.48,0.05,712628,32780888000000,421,48320,2024,7,3
2024-08-01,강원특별자치도,1922487.0,1473173.0,164458179009.0,163881.0,4.87,1.71,0.264,712628,32780888000000,421,48320,2024,8,3
2024-09-01,강원특별자치도,1493640.0,1260042.0,120784943601.0,130564.0,5.98,0.73,0.221,712628,32780888000000,421,48320,2024,9,3
2024-10-01,강원특별자치도,1320307.0,1054858.0,82678022933.0,148752.0,4.78,1.6,0.224,712628,32780888000000,421,48320,2024,10,4
2024-11-01,강원특별자치도,1375093.0,1203113.0,91463883999.0,106505.0,4.86,1.78,0.256,712628,32780888000000,421,48320,2024,11,4
2024-12-01,강원특별자치도,1454180.0,1051711.0,83982761621.0,155311.0,4.37,0.98,0.251,712628,32780888000000,421,48320,2024,12,4
2025-01-01,강원특별자치도,1672011.0,1453289.0,99644291162.0,199450.0,4.1,1.04,0.259,712628,32780888000000,421,48320,2025,1,1
2025-02-01,강원특별자치도,1876255.0,1553053.0,160861500798.0,118224.0,5.5,1.52,0.221,712628,32780888000000,421,48320,2025,2,1
2025-03-01,강원특별자치도,1887733.0,1334788.0,87763262367.0,200985.0,4.38,1.41,0.171,712628,32780888000000,421,48320,2025,3,1
2025-04-01,강원특별자치도,1863668.0,1313661.0,144558873604.0,112996.0,6.19,1.56,0.286,712628,32780888000000,421,48320,2025,4,2
2025-05-01,강원특별자치도,2193703.0,1723937.0,134868198927.0,248427.0,3.05,1.35,0.326,712628,32780888000000,421,48320,2025,5,2
2025-06-01,강원특별자치도,1991071.0,1738544.0,132138458053.0,173561.0,4.93,1.51,0.172,712628,32780888000000,421,48320,2025,6,2
2020-01-01,경기도,1831051.0,1499163.0,101954018959.0,181080.0,3.35,1.31,0.269,5995179,203836086000000,2106,38079,2020,1,1
2020-02-01,경기도,2680695.0,2157189.0,145379975360.0,215220.0,3.86,1.19,0.16,5995179,203836086000000,2106,38079,2020,2,1
2020-03-01,경기도,2520510.0,1859102.0,105838171626.0,234765.0,3.74,1.52,0.25,5995179,203836086000000,2106,38079,2020,3,1
2020-04-01,경기도,2170115.0,1832753.0,128444652509.0,140530.0,4.78,1.49,0.241,5995179,203836086000000,2106,38079,2020,4,2
2020-05-01,경기도,2177911.0,1580781.0,98673769834.0,187227.0,3.69,1.06,0.244,5995179,203836086000000,2106,38079,2020,5,2
2020-06-01,경기도,2510035.0,1793253.0,142879092873.0,245495.0,4.4,1.39,0.273,5995179,203836086000000,2106,38079,2020,6,2
2020-07-01,경기도,2159146.0,1559729.0,153606571305.0,255333.0,4.14,1.41,0.171,5995179,203836086000000,2106,38079,2020,7,3
2020-08-01,경기도,1929966.0,1530330.0,117011984420.0,224178.0,3.89,1.2,0.381,5995179,203836086000000,2106,38079,2020,8,3
2020-09-01,경기도,1722671.0,1342261.0,108337493028.0,142736.0,3.95,1.29,0.188,5995179,203836086000000,2106,38079,2020,9,3
2020-10-01,경기도,1732468.0,1280189.0,96498466496.0,108975.0,4.71,1.37,0.262,5995179,203836086000000,2106,38079,2020,10,4
2020-11-01,경기도,1592181.0,1343739.0,95056937132.0,174433.0,4.87,1.59,0.273,5995179,203836086000000,2106,38079,2020,11,4
2020-12-01,경기도,1756240.0,1532197.0,104000631538.0,169135.0,5.3,1.41,0.137,5995179,203836086000000,2106,38079,2020,12,4
2021-01-01,경기도,2175376.0,1546096.0,133732602290.0,230202.0,4.38,0.85,0.241,5995179,203836086000000,2106,38079,2021,1,1
2021-02-01,경기도,2513768.0,1959558.0,114960142204.0,178647.0,4.35,1.13,0.139,5995179,203836086000000,2106,38079,2021,2,1
2021-03-01,경기도,2773391.0,2196823.0,158509271335.0,230100.0,3.85,1.21,0.245,5995179,203836086000000,2106,38079,2021,3,1
2021-04-01,경기도,2728062.0,1944585.0,164739535265.0,256332.0,4.21,1.3,0.306,5995179,203836086000000,2106,38079,2021,4,2
2021-05-01,경기도,2867835.0,2340736.0,119093707282.0,334843.0,3.36,1.13,0.291,5995179,203836086000000,2106,38079,2021,5,2
2021-06-01,경기도,2379815.0,1819286.0,179022403750.0,240501.0,4.28,1.52,0.076,5995179,203836086000000,2106,38079,2021,6,2
2021-07-01,경기도,2681344.0,2075205.0,153856307737.0,227717.0,5.07,1.29,0.268,5995179,203836086000000,2106,38079,2021,7,3
2021-08-01,경기도,2125732.0,1638443.0,102796562321.0,139911.0,4.91,1.39,0.192,5995179,203836086000000,2106,38079,2021,8,3
2021-09-01,경기도,2195465.0,1724573.0,159897708957.0,141309.0,5.42,1.02,0.135,5995179,203836086000000,2106,38079,2021,9,3
2021-10-01,경기도,2144210.0,1821532.0,102751112467.0,180028.0,3.98,1.34,0.227,5995179,203836086000000,2106,38079,2021,10,4
2021-11-01,경기도,2220005.0,1687547.0,146502715879.0,189146.0,3.86,1.58,0.252,5995179,203836086000000,2106,38079,2021,11,4
2021-12-01,경기도,2381273.0,1692445.0,153845003724.0,162877.0,4.38,1.6,0.068,5995179,203836086000000,2106,38079,2021,12,4
2022-01-01,경기도,2931664.0,2578031.0,131125298232.0,294712.0,2.63,1.0,0.21,5995179,203836086000000,2106,38079,2022,1,1
2022-02-01,경기도,3411166.0,2684876.0,187056435359.0,277903.0,3.46,1.65,0.368,5995179,203836086000000,2106,38079,2022,2,1
2022-03-01,경기도,3304845.0,2642637.0,199147482628.0,239953.0,3.42,1.58,0.185,5995179,203836086000000,2106,38079,2022,3,1
2022-04-01,경기도,3037796.0,2506459.0,182741192920.0,327397.0,4.47,1.44,0.339,5995179,203836086000000,2106,38079,2022,4,2
2022-05-01,경기도,3121085.0,2331575.0,171228524857.0,299493.0,4.18,0.78,0.24,5995179,203836086000000,2106,38079,2022,5,2
2022-06-01,경기도,3217289.0,2417512.0,212744887707.0,197660.0,4.06,1.43,0.24,5995179,203836086000000,2106,38079,2022,6,2
2022-07-01,경기도,2952433.0,2115288.0,183750123045.0,274670.0,3.38,1.41,0.05,5995179,203836086000000,2106,38079,2022,7,3
2022-08-01,경기도,2722711.0,1916957.0,192390700479.0,257642.0,4.23,1.32,0.297,5995179,203836086000000,2106,38079,2022,8,3
2022-09-01,경기도,2499450.0,2086978.0,181199095198.0,235767.0,5.03,1.11,0.173,5995179,203836086000000,2106,38079,2022,9,3
2022-10-01,경기도,2389252.0,1804255.0,142681985587.0,227647.0,3.73,1.76,0.141,5995179,203836086000000,2106,38079,2022,10,4
2022-11-01,경기도,2606056.0,1924622.0,130337362217.0,218958.0,3.39,1.61,0.318,5995179,203836086000000,2106,38079,2022,11,4
2022-12-01,경기도,2796188.0,2241498.0,177753870394.0,281699.0,4.83,1.0,0.305,5995179,203836086000000,2106,38079,2022,12,4
2023-01-01,경기도,3442132.0,2568224.0,164455570953.0,235055.0,4.06,1.26,0.316,5995179,203836086000000,2106,38079,2023,1,1
2023-02-01,경기도,3390086.0,2835628.0,227244892941.0,266989.0,4.68,0.91,0.2,5995179,203836086000000,2106,38079,2023,2,1
2023-03-01,경기도,3931258.0,3413189.0,199436116679.0,420304.0,4.27,1.46,0.308,5995179,203836086000000,2106,38079,2023,3,1
2023-04-01,경기도,3994610.0,2890217.0,255175727023.0,414475.0,4.46,0.9,0.257,5995179,203836086000000,2106,38079,2023,4,2
2023-05-01,경기도,3408701.0,2648369.0,214524200396.0,356935.0,4.23,1.13,0.127,5995179,203836086000000,2106,38079,2023,5,2
2023-06-01,경기도,3528831.0,2967781.0,255347313224.0,290119.0,3.8,1.37,0.251,5995179,203836086000000,2106,38079,2023,6,2
2023-07-01,경기도,3371031.0,2939986.0,179835553858.0,270877.0,4.43,1.25,0.177,5995179,203836086000000,2106,38079,2023,7,3
2023-08-01,경기도,3091372.0,2340322.0,212609412502.0,347870.0,3.91,1.47,0.199,5995179,203836086000000,2106,38079,2023,8,3
2023-09-01,경기도,3024033.0,2196673.0,195184765975.0,352909.0,4.55,0.96,0.321,5995179,203836086000000,2106,38079,2023,9,3
2023-10-01,경기도,3314240.0,2624556.0,146430831753.0,260910.0,4.21,1.36,0.254,5995179,203836086000000,2106,38079,2023,10,4
2023-11-01,경기도,3212961.0,2683878.0,221329589122.0,375097.0,3.41,1.47,0.2,5995179,203836086000000,2106,38079,2023,11,4
2023-12-01,경기도,3300805.0,2751406.0,211564151663.0,248019.0,3.75,1.24,0.236,5995179,203836086000000,2106,38079,2023,12,4
2024-01-01,경기도,3739060.0,2937352.0,262529904255.0,310356.0,4.11,1.35,0.206,5995179,203836086000000,2106,38079,2024,1,1
2024-02-01,경기도,3684989.0,3057322.0,214270161749.0,354713.0,4.33,1.59,0.22,5995179,203836086000000,2106,38079,2024,2,1
2024-03-01,경기도,4489205.0,3227614.0,313557846526.0,450091.0,4.73,1.0,0.334,5995179,203836086000000,2106,38079,2024,3,1
2024-04-01,경기도,4544208.0,3273040.0,247466983072.0,514326.0,4.58,1.54,0.338,5995179,203836086000000,2106,38079,2024,4,2
2024-05-01,경기도,4076009.0,3544377.0,206035419465.0,434219.0,3.67,0.99,0.209,5995179,203836086000000,2106,38079,2024,5,2
2024-06-01,경기도,4127092.0,3613847.0,219058441298.0,336075.0,4.03,1.33,0.074,5995179,203836086000000,2106,38079,2024,6,2
2024-07-01,경기도,4060794.0,3212063.0,235635537491.0,277362.0,4.1,1.32,0.19,5995179,203836086000000,2106,38079,2024,7,3
2024-08-01,경기도,3085221.0,2394115.0,209569165050.0,221342.0,5.3,1.39,0.31,5995179,203836086000000,2106,38079,2024,8,3
2024-09-01,경기도,2950637.0,2201755.0,196956410063.0,267837.0,2.74,1.5,0.108,5995179,203836086000000,2106,38079,2024,9,3
2024-10-01,경기도,3138356.0,2716951.0,163875836998.0,198608.0,4.21,1.16,0.132,5995179,203836086000000,2106,38079,2024,10,4
2024-11-01,경기도,3079243.0,2222184.0,130293536092.0,318522.0,4.53,1.23,0.285,5995179,203836086000000,2106,38079,2024,11,4
2024-12-01,경기도,3513638.0,2680167.0,187211040860.0,341806.0,3.54,1.11,0.255,5995179,203836086000000,2106,38079,2024,12,4
2025-01-01,경기도,4235500.0,3225011.0,236160237242.0,425817.0,3.92,1.56,0.233,5995179,203836086000000,2106,38079,2025,1,1
2025-02-01,경기도,4187788.0,3676841.0,239337857499.0,499242.0,5.15,1.05,0.292,5995179,203836086000000,2106,38079,2025,2,1
2025-03-01,경기도,4586235.0,3918275.0,198932531750.0,469549.0,4.21,0.89,0.193,5995179,203836086000000,2106,38079,2025,3,1
2025-04-01,경기도,4446390.0,3774782.0,177505894019.0,348904.0,4.85,1.05,0.175,5995179,203836086000000,2106,38079,2025,4,2
2025-05-01,경기도,3967304.0,3075181.0,211672132507.0,446537.0,4.5,1.26,0.298,5995179,203836086000000,2106,38079,2025,5,2
2025-06-01,경기도,4060912.0,3539542.0,170761756372.0,316179.0,4.0,0.99,0.145,5995179,203836086000000,2106,38079,2025,6,2
2020-01-01,경상남도,751299.0,606820.0,29340465491.0,57470.0,3.35,1.18,0.188,5240148,251527104000000,953,52086,2020,1,1
2020-02-01,경상남도,766429.0,661469.0,42577004022.0,53056.0,4.25,1.23,0.233,5240148,251527104000000,953,52086,2020,2,1
2020-03-01,경상남도,935653.0,688698.0,42267408071.0,94779.0,4.61,1.12,0.118,5240148,251527104000000,953,52086,2020,3,1
2020-04-01,경상남도,942130.0,736357.0,61176726315.0,103933.0,4.4,0.9,0.268,5240148,251527104000000,953,52086,2020,4,2
2020-05-01,경상남도,826560.0,595970.0,39085907715.0,59984.0,3.32,1.42,0.213,5240148,251527104000000,953,52086,2020,5,2
2020-06-01,경상남도,853979.0,703432.0,35231437399.0,98510.0,3.67,0.71,0.288,5240148,251527104000000,953,52086,2020,6,2
2020-07-01,경상남도,725526.0,598437.0,28549597341.0,80072.0,4.51,1.72,0.165,5240148,251527104000000,953,52086,2020,7,3
2020-08-01,경상남도,735847.0,617378.0,39801396514.0,71424.0,3.35,1.44,0.213,5240148,251527104000000,953,52086,2020,8,3
2020-09-01,경상남도,709296.0,598818.0,36852990419.0,52350.0,4.0,1.5,0.196,5240148,251527104000000,953,52086,2020,9,3
2020-10-01,경상남도,642228.0,542745.0,32123106708.0,63280.0,3.07,1.09,0.2,5240148,251527104000000,953,52086,2020,10,4
2020-11-01,경상남도,651316.0,487737.0,43686179701.0,52619.0,4.05,1.09,0.347,5240148,251527104000000,953,52086,2020,11,4
2020-12-01,경상남도,724683.0,511344.0,48978894510.0,49510.0,3.65,1.16,0.208,5240148,251527104000000,953,52086,2020,12,4
2021-01-01,경상남도,865336.0,730557.0,44581764876.0,69382.0,4.05,1.17,0.109,5240148,251527104000000,953,52086,2021,1,1
2021-02-01,경상남도,1085614.0,810173.0,76268964545.0,76194.0,4.49,0.68,0.204,5240148,251527104000000,953,52086,2021,2,1
2021-03-01,경상남도,1162322.0,904758.0,60562538433.0,120839.0,3.07,1.43,0.255,5240148,251527104000000,953,52086,2021,3,1
2021-04-01,경상남도,1083368.0,872474.0,54787081719.0,96597.0,3.14,0.99,0.19,5240148,251527104000000,953,52086,2021,4,2
2021-05-01,경상남도,1004511.0,826665.0,60737462460.0,117564.0,3.89,1.72,0.123,5240148,251527104000000,953,52086,2021,5,2
2021-06-01,경상남도,972634.0,839342.0,39706134013.0,69507.0,4.26,1.71,0.119,5240148,251527104000000,953,52086,2021,6,2
2021-07-01,경상남도,863608.0,729067.0,50563345778.0,62104.0,3.92,1.63,0.217,5240148,251527104000000,953,52086,2021,7,3
2021-08-01,경상남도,820086.0,619115.0,58314079249.0,81846.0,4.94,0.8,0.173,5240148,251527104000000,953,52086,2021,8,3
2021-09-01,경상남도,717031.0,524083.0,40164019254.0,55498.0,4.49,0.98,0.241,5240148,251527104000000,953,52086,2021,9,3
2021-10-01,경상남도,680385.0,476299.0,28791052680.0,78936.0,4.55,1.11,0.255,5240148,251527104000000,953,52086,2021,10,4
2021-11-01,경상남도,802818.0,702276.0,40704969805.0,80994.0,4.8,1.16,0.175,5240148,251527104000000,953,52086,2021,11,4
2021-12-01,경상남도,842565.0,633456.0,35462901342.0,86120.0,4.32,0.88,0.323,5240148,251527104000000,953,52086,2021,12,4
2022-01-01,경상남도,1057848.0,801603.0,49270941255.0,97378.0,3.86,1.34,0.16,5240148,251527104000000,953,52086,2022,1,1
2022-02-01,경상남도,1012654.0,851634.0,71629729617.0,68455.0,3.0,1.04,0.05,5240148,251527104000000,953,52086,2022,2,1
2022-03-01,경상남도,1077447.0,764350.0,66056476956.0,92847.0,3.2,1.33,0.185,5240148,251527104000000,953,52086,2022,3,1
2022-04-01,경상남도,1231915.0,928521.0,73539373023.0,95214.0,4.85,1.4,0.157,5240148,251527104000000,953,52086,2022,4,2
2022-05-01,경상남도,1156619.0,859807.0,80764734901.0,105495.0,3.72,1.43,0.197,5240148,251527104000000,953,52086,2022,5,2
2022-06-01,경상남도,1028981.0,758679.0,52318628281.0,81291.0,3.38,0.9,0.29,5240148,251527104000000,953,52086,2022,6,2
2022-07-01,경상남도,1022139.0,750691.0,52999713088.0,118790.0,4.07,1.58,0.141,5240148,251527104000000,953,52086,2022,7,3
2022-08-01,경상남도,946905.0,672810.0,45815093364.0,65772.0,3.78,1.33,0.174,5240148,251527104000000,953,52086,2022,8,3
2022-09-01,경상남도,924199.0,710065.0,51036738366.0,86662.0,3.81,0.92,0.148,5240148,251527104000000,953,52086,2022,9,3
2022-10-01,경상남도,941286.0,691530.0,38893029277.0,107182.0,4.23,1.37,0.078,5240148,251527104000000,953,52086,2022,10,4
2022-11-01,경상남도,878327.0,708001.0,49058762569.0,63397.0,3.8,1.55,0.204,5240148,251527104000000,953,52086,2022,11,4
2022-12-01,경상남도,956655.0,764026.0,59210325378.0,102900.0,4.11,0.94,0.247,5240148,251527104000000,953,52086,2022,12,4
2023-01-01,경상남도,1299193.0,915148.0,67557303214.0,103906.0,4.71,0.92,0.266,5240148,251527104000000,953,52086,2023,1,1
2023-02-01,경상남도,1403923.0,1184356.0,97333382520.0,166660.0,4.11,1.47,0.202,5240148,251527104000000,953,52086,2023,2,1
2023-03-01,경상남도,1542012.0,1103167.0,68214839937.0,162689.0,4.29,1.53,0.109,5240148,251527104000000,953,52086,2023,3,1
2023-04-01,경상남도,1346614.0,968799.0,54360068835.0,128381.0,4.78,1.62,0.23,5240148,251527104000000,953,52086,2023,4,2
2023-05-01,경상남도,1158397.0,893884.0,45060723635.0,92826.0,4.2,1.42,0.098,5240148,251527104000000,953,52086,2023,5,2
2023-06-01,경상남도,1334539.0,938491.0,54093346711.0,120941.0,4.7,1.34,0.252,5240148,251527104000000,953,52086,2023,6,2
2023-07-01,경상남도,1381373.0,974007.0,91405477769.0,148216.0,4.75,1.42,0.149,5240148,251527104000000,953,52086,2023,7,3
2023-08-01,경상남도,1097429.0,834918.0,57315748615.0,99331.0,3.7,0.76,0.208,5240148,251527104000000,953,52086,2023,8,3
2023-09-01,경상남도,1067813.0,823534.0,51420382688.0,119613.0,3.78,1.35,0.25,5240148,251527104000000,953,52086,2023,9,3
2023-10-01,경상남도,955912.0,788933.0,43022246799.0,82661.0,3.99,1.17,0.298,5240148,251527104000000,953,52086,2023,10,4
2023-11-01,경상남도,1122199.0,947757.0,59118976243.0,120242.0,4.84,1.37,0.216,5240148,251527104000000,953,52086,2023,11,4
2023-12-01,경상남도,916739.0,771265.0,60443966745.0,85504.0,3.35,1.17,0.128,5240148,251527104000000,953,52086,2023,12,4
2024-01-01,경상남도,1544847.0,1312202.0,61292291763.0,171704.0,3.72,0.85,0.235,5240148,251527104000000,953,52086,2024,1,1
2024-02-01,경상남도,1350600.0,1074476.0,53696238515.0,93883.0,3.42,1.13,0.237,5240148,251527104000000,953,52086,2024,2,1
2024-03-01,경상남도,1533225.0,1215973.0,98069304529.0,133145.0,3.07,1.33,0.309,5240148,251527104000000,953,52086,2024,3,1
2024-04-01,경상남도,1372570.0,1144501.0,79259144226.0,114319.0,3.25,1.07,0.177,5240148,251527104000000,953,52086,2024,4,2
2024-05-01,경상남도,1378415.0,1092651.0,60378746864.0,137530.0,5.04,1.09,0.266,5240148,251527104000000,953,52086,2024,5,2
2024-06-01,경상남도,1534431.0,1166142.0,89352340121.0,100370.0,4.0,1.0,0.234,5240148,251527104000000,953,52086,2024,6,2
2024-07-01,경상남도,1434681.0,1156570.0,76464227461.0,159970.0,4.58,1.2,0.262,5240148,251527104000000,953,52086,2024,7,3
2024-08-01,경상남도,1261952.0,1005661.0,67454395437.0,91564.0,4.42,0.61,0.233,5240148,251527104000000,953,52086,2024,8,3
2024-09-01,경상남도,1192943.0,910274.0,63672385558.0,81133.0,3.98,1.58,0.249,5240148,251527104000000,953,52086,2024,9,3
2024-10-01,경상남도,1151990.0,858988.0,52708262026.0,69916.0,3.32,1.1,0.167,5240148,251527104000000,953,52086,2024,10,4
2024-11-01,경상남도,1108206.0,815457.0,64255898723.0,70751.0,3.76,1.12,0.108,5240148,251527104000000,953,52086,2024,11,4
2024-12-01,경상남도,1268856.0,982738.0,59867170067.0,91878.0,3.93,0.96,0.346,5240148,251527104000000,953,52086,2024,12,4
2025-01-01,경상남도,1460590.0,1170974.0,98144129116.0,97930.0,3.44,1.36,0.296,5240148,251527104000000,953,52086,2025,1,1
2025-02-01,경상남도,1572338.0,1225604.0,110267251700.0,107700.0,3.59,0.88,0.328,5240148,251527104000000,953,52086,2025,2,1
2025-03-01,경상남도,1617671.0,1412540.0,111053938896.0,123304.0,4.18,1.1,0.109,5240148,251527104000000,953,52086,2025,3,1
2025-04-01,경상남도,1448280.0,1017775.0,65874142888.0,111396.0,4.11,0.89,0.205,5240148,251527104000000,953,52086,2025,4,2
2025-05-01,경상남도,1679543.0,1201438.0,100945842303.0,166643.0,4.42,1.24,0.214,5240148,251527104000000,953,52086,2025,5,2
